"latestdataforgrade","schoolyearstart","schoolyearend","locationabbr","topic","grade","indicator","datasource","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_interval","high_confidence_interval","confidence_interval_footnote_symbol","confidence_interval_footnote","sample_size","response_rate","response_rate_footnote_symbol","response_rate_footnote","adjusted_for_nonresponse","percent_eligible_for_the_nslp_sampleschools","nslp_sampleschools_footnote_symbol","nslp_sampleschools_footnote","percent_eligible_for_the_nslp_samplestudents","nslp_samplestudents_footnote_symbol","nslp_samplestudents_footnote","percent_eligible_for_the_nslp_state","nslp_state_footnote_symbol","nslp_state_footnote","locationdesc","locationid","geolocation","gradeid","sortgradeid","indicatorid"
"Yes","2009","2010","VT","Child","First Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","28.6",,,"24.4","32.7",,,"263","42",,,"Yes","39",,,"39",,,"41",,,"Vermont","50","
,  
(43.62538123900049, -72.51764079099962)","1GRADE","03","CHD1_1"
"Yes","2009","2010","VT","Child","First Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage",,"NC","Not Collected",,,"NC","Not Collected","263","42",,,"Yes","39",,,"39",,,"41",,,"Vermont","50","
,  
(43.62538123900049, -72.51764079099962)","1GRADE","03","CHD1_2"
"Yes","2009","2010","VT","Child","First Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","8.0",,,"4.4","11.6",,,"263","42",,,"Yes","39",,,"39",,,"41",,,"Vermont","50","
,  
(43.62538123900049, -72.51764079099962)","1GRADE","03","CHD1_3"
"Yes","2016","2017","VT","Child","Kindergarten","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","25.6",,,"21.0","30.3",,,"1060","79",,,"Yes","39",,,,"NC","Not Collected","41",,,"Vermont","50","
,  
(43.62538123900049, -72.51764079099962)","KGRADE","02","CHD1_1"
"Yes","2016","2017","VT","Child","Kindergarten","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","12.9",,,"8.7","17.0",,,"1060","79",,,"Yes","39",,,,"NC","Not Collected","41",,,"Vermont","50","
,  
(43.62538123900049, -72.51764079099962)","KGRADE","02","CHD1_3"
"Yes","2009","2010","VT","Child","Second Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","34.4",,,"24.2","44.6",,,"255","41",,,"Yes","39",,,"39",,,"41",,,"Vermont","50","
,  
(43.62538123900049, -72.51764079099962)","2GRADE","04","CHD1_1"
"Yes","2009","2010","VT","Child","Second Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage",,"NC","Not Collected",,,"NC","Not Collected","255","41",,,"Yes","39",,,"39",,,"41",,,"Vermont","50","
,  
(43.62538123900049, -72.51764079099962)","2GRADE","04","CHD1_2"
"Yes","2009","2010","VT","Child","Second Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","10.5",,,"6.4","14.6",,,"255","41",,,"Yes","39",,,"39",,,"41",,,"Vermont","50","
,  
(43.62538123900049, -72.51764079099962)","2GRADE","04","CHD1_3"
"Yes","2016","2017","VT","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","55.4",,,"50.5","60.3",,,"1185","81",,,"Yes","39",,,,"NC","Not Collected","41",,,"Vermont","50","
,  
(43.62538123900049, -72.51764079099962)","3GRADE","05","CHD1_2"
"Yes","2016","2017","VT","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","37.2",,,"32.4","42.1",,,"1185","81",,,"Yes","39",,,,"NC","Not Collected","41",,,"Vermont","50","
,  
(43.62538123900049, -72.51764079099962)","3GRADE","05","CHD1_1"
"Yes","2016","2017","VT","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","14.3",,,"10.9","17.8",,,"1185","81",,,"Yes","39",,,,"NC","Not Collected","41",,,"Vermont","50","
,  
(43.62538123900049, -72.51764079099962)","3GRADE","05","CHD1_3"
"Yes","2017","2018","VA","Child","Head Start","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","19.4",,,"16.7","22.2",,,"1388","46",,,"Yes",,"NA","Not Applicable",,"NA","Not Applicable",,"NA","Not Applicable","Virginia","51","
,  
(37.54268067400045, -78.45789046299967)","HGRADE","01","CHD1_3"
"Yes","2017","2018","VA","Child","Head Start","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","31.7",,,"28.3","35.0",,,"1388","46",,,"Yes",,"NA","Not Applicable",,"NA","Not Applicable",,"NA","Not Applicable","Virginia","51","
,  
(37.54268067400045, -78.45789046299967)","HGRADE","01","CHD1_1"
"Yes","2014","2015","VA","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","47.2",,,"44.9","49.6",,,"5682","37",,,"Yes",,"NR","Not Reported","38",,,"45",,,"Virginia","51","
,  
(37.54268067400045, -78.45789046299967)","3GRADE","05","CHD1_1"
"Yes","2014","2015","VA","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","15.1",,,"13.7","16.5",,,"5682","37",,,"Yes",,"NR","Not Reported","38",,,"45",,,"Virginia","51","
,  
(37.54268067400045, -78.45789046299967)","3GRADE","05","CHD1_3"
"Yes","2014","2015","VA","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","52.0",,,"49.5","54.5",,,"5682","37",,,"Yes",,"NR","Not Reported","38",,,"45",,,"Virginia","51","
,  
(37.54268067400045, -78.45789046299967)","3GRADE","05","CHD1_2"
"Yes","2014","2016","WA","Child","Head Start","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","17",,,"13","21",,,"1479","99",,,"Yes",,"NA","Not Applicable",,"NA","Not Applicable",,"NA","Not Applicable","Washington","53","
,  
(47.52227862900048, -120.47001078999972)","HGRADE","01","CHD1_3"
"Yes","2014","2016","WA","Child","Head Start","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","45",,,"41","49",,,"1479","99",,,"Yes",,"NA","Not Applicable",,"NA","Not Applicable",,"NA","Not Applicable","Washington","53","
,  
(47.52227862900048, -120.47001078999972)","HGRADE","01","CHD1_1"
"Yes","2014","2016","WA","Child","Kindergarten","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","38",,,"35","42",,,"4482","76",,,"Yes","49",,,,"NR","Not Reported","48",,,"Washington","53","
,  
(47.52227862900048, -120.47001078999972)","KGRADE","02","CHD1_1"
"Yes","2014","2016","WA","Child","Kindergarten","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","13",,,"12","15",,,"4482","76",,,"Yes","49",,,,"NR","Not Reported","48",,,"Washington","53","
,  
(47.52227862900048, -120.47001078999972)","KGRADE","02","CHD1_3"
"Yes","2014","2016","WA","Child","Second Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","50",,,"46","54",,,"4746","83",,,"Yes","49",,,,"NR","Not Reported","48",,,"Washington","53","
,  
(47.52227862900048, -120.47001078999972)","2GRADE","04","CHD1_1"
"Yes","2014","2016","WA","Child","Second Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","45",,,"40","51",,,"4746","83",,,"Yes","49",,,,"NR","Not Reported","48",,,"Washington","53","
,  
(47.52227862900048, -120.47001078999972)","2GRADE","04","CHD1_2"
"Yes","2014","2016","WA","Child","Second Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","12",,,"11","14",,,"4746","83",,,"Yes","49",,,,"NR","Not Reported","48",,,"Washington","53","
,  
(47.52227862900048, -120.47001078999972)","2GRADE","04","CHD1_3"
"Yes","2014","2016","WA","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","12",,,"10","14",,,"4432","79",,,"Yes","49",,,,"NR","Not Reported","48",,,"Washington","53","
,  
(47.52227862900048, -120.47001078999972)","3GRADE","05","CHD1_3"
"Yes","2014","2016","WA","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","54",,,"49","60",,,"4432","79",,,"Yes","49",,,,"NR","Not Reported","48",,,"Washington","53","
,  
(47.52227862900048, -120.47001078999972)","3GRADE","05","CHD1_2"
"Yes","2014","2016","WA","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","53",,,"48","57",,,"4432","79",,,"Yes","49",,,,"NR","Not Reported","48",,,"Washington","53","
,  
(47.52227862900048, -120.47001078999972)","3GRADE","05","CHD1_1"
"Yes","2014","2015","WV","Child","Head Start","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","19.1",,,"16.4","21.8",,,"796",,"NC","Not Collected","No",,"NA","Not Applicable",,"NA","Not Applicable",,"NA","Not Applicable","West Virginia","54","
,  
(38.66551020200046, -80.71264013499967)","HGRADE","01","CHD1_3"
"Yes","2014","2015","WV","Child","Head Start","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","25.1",,,"22.1","28.1",,,"796",,"NC","Not Collected","No",,"NA","Not Applicable",,"NA","Not Applicable",,"NA","Not Applicable","West Virginia","54","
,  
(38.66551020200046, -80.71264013499967)","HGRADE","01","CHD1_1"
"Yes","2010","2011","WV","Child","Kindergarten","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","19.9",,,"16.8","23.0",,,"644","49",,,"No","51",,,,"NC","Not Collected","50",,,"West Virginia","54","
,  
(38.66551020200046, -80.71264013499967)","KGRADE","02","CHD1_3"
"Yes","2010","2011","WV","Child","Kindergarten","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","23.1",,,"19.8","26.4",,,"644","49",,,"No","51",,,,"NC","Not Collected","50",,,"West Virginia","54","
,  
(38.66551020200046, -80.71264013499967)","KGRADE","02","CHD1_1"
"Yes","2017","2018","WV","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","48.3",,,"43.1","53.5",,,"1192","89",,,"Yes","49",,,,"NC","Not Collected","48",,,"West Virginia","54","
,  
(38.66551020200046, -80.71264013499967)","3GRADE","05","CHD1_1"
"Yes","2017","2018","WV","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","18.7",,,"15.1","22.2",,,"1192","89",,,"Yes","49",,,,"NC","Not Collected","48",,,"West Virginia","54","
,  
(38.66551020200046, -80.71264013499967)","3GRADE","05","CHD1_3"
"Yes","2017","2018","WV","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","28.3",,,"22.9","33.8",,,"1192","89",,,"Yes","49",,,,"NC","Not Collected","48",,,"West Virginia","54","
,  
(38.66551020200046, -80.71264013499967)","3GRADE","05","CHD1_2"
"Yes","2013","2014","WI","Child","Head Start","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","22.5",,,"17.7","27.3",,,"751","80",,,"Yes",,"NA","Not Applicable",,"NA","Not Applicable",,"NA","Not Applicable","Wisconsin","55","
,  
(44.39319117400049, -89.81637074199966)","HGRADE","01","CHD1_3"
"Yes","2013","2014","WI","Child","Head Start","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","40.8",,,"33.1","48.5",,,"751","80",,,"Yes",,"NA","Not Applicable",,"NA","Not Applicable",,"NA","Not Applicable","Wisconsin","55","
,  
(44.39319117400049, -89.81637074199966)","HGRADE","01","CHD1_1"
"Yes","2017","2018","WI","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","70.2",,,"65.8","74.6",,,"2082","69",,,"Yes","49",,,,"NC","Not Collected","47",,,"Wisconsin","55","
,  
(44.39319117400049, -89.81637074199966)","3GRADE","05","CHD1_2"
"Yes","2017","2018","WI","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","18.4",,,"15.9","21.0",,,"2082","69",,,"Yes","49",,,,"NC","Not Collected","47",,,"Wisconsin","55","
,  
(44.39319117400049, -89.81637074199966)","3GRADE","05","CHD1_3"
"Yes","2017","2018","WI","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","59.6",,,"56.1","63.0",,,"2082","69",,,"Yes","49",,,,"NC","Not Collected","47",,,"Wisconsin","55","
,  
(44.39319117400049, -89.81637074199966)","3GRADE","05","CHD1_1"
"No","2005","2007","AL","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","60.1",,,"57.8","62.3",,,"9301","73",,,"Yes","51",,,,"NC","Not Collected","56",,,"Alabama","01","
,  
(32.84057112200048, -86.63186076199969)","3GRADE","05","CHD1_1"
"No","2005","2007","AL","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","28.8",,,"26.5","31.1",,,"9301","73",,,"Yes","51",,,,"NC","Not Collected","56",,,"Alabama","01","
,  
(32.84057112200048, -86.63186076199969)","3GRADE","05","CHD1_2"
"No","2005","2007","AL","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","27.6",,,"25.5","29.7",,,"9301","73",,,"Yes","51",,,,"NC","Not Collected","56",,,"Alabama","01","
,  
(32.84057112200048, -86.63186076199969)","3GRADE","05","CHD1_3"
"No","2005","2006","AK","Child","Kindergarten","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","48.2",,,"43.5","52.8",,,"463","60",,,"No","36",,,,"NC","Not Collected","36",,,"Alaska","02","
,  
(64.84507995700051, -147.72205903599973)","KGRADE","02","CHD1_1"
"No","2005","2006","AK","Child","Kindergarten","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","24.6",,,"20.8","28.9",,,"463","60",,,"No","36",,,,"NC","Not Collected","36",,,"Alaska","02","
,  
(64.84507995700051, -147.72205903599973)","KGRADE","02","CHD1_3"
"No","2004","2005","AK","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","28.0",,,"25.5","30.7",,,"1206","67",,,"No","34",,,,"NC","Not Collected","33",,,"Alaska","02","
,  
(64.84507995700051, -147.72205903599973)","3GRADE","05","CHD1_3"
"No","2007","2008","AK","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","59.6",,,"56.1","62.9",,,"826","48",,,"No","42",,,,"NC","Not Collected","46",,,"Alaska","02","
,  
(64.84507995700051, -147.72205903599973)","3GRADE","05","CHD1_1"
"No","2007","2008","AK","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","55.3",,,"51.9","58.7",,,"826","48",,,"No","42",,,,"NC","Not Collected","46",,,"Alaska","02","
,  
(64.84507995700051, -147.72205903599973)","3GRADE","05","CHD1_2"
"No","2004","2005","AK","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","52.4",,,"49.5","55.3",,,"1206","67",,,"No","34",,,,"NC","Not Collected","33",,,"Alaska","02","
,  
(64.84507995700051, -147.72205903599973)","3GRADE","05","CHD1_2"
